page_id,section,title,city,state,zip,type,written,drew_one,source_rows
breweries/cobblehaus-brewing-company,breweries,Cobblehaus Brewing Company,Coraopolis,PA,15108,Taproom,2020-03-03,Not recorded,6019
breweries/cocoa-beach-brewing-co,breweries,Cocoa Beach Brewing Co,Cocoa Beach,FL,32931,Brewpub,2020-02-07,Not recorded,1771
breweries/coda-brewing-company,breweries,Coda Brewing Company,Golden,CO,80401,Taproom,2020-03-03,Not recorded,1439
breweries/cognition-brewing-company,breweries,Cognition Brewing Company,Ishpeming,MI,49849,Taproom,yes,Not recorded,3532
breweries/cognito-brewing-company,breweries,Cognito Brewing Company,Bangor,MI,49013,Brewpub,yes,Not recorded,3372
breweries/coho-brewing-co,breweries,Coho Brewing Co,Cape May Court House,NJ,08210,Micro,2020-03-03,Not recorded,4634
breweries/cold-creek-brewery,breweries,Cold Creek Brewery,Ellington,CT,06029,Micro,2020-02-07,Not recorded,1617
breweries/cold-harbor-brewing-company,breweries,Cold Harbor Brewing Company,Westborough,MA,01581,Taproom,2020-02-01,Not recorded,3087
breweries/cold-iron-brewing,breweries,Cold Iron Brewing,Ironwood,MI,49938,Taproom,2020-03-03,Not recorded,3530
breweries/cold-water-brewery-and-grill,breweries,Cold Water Brewery and Grill,South Lake Tahoe,CA,96150,Brewpub,2020-02-07,Not recorded,1047
breweries/coldfire-brewing,breweries,Coldfire Brewing,Eugene,OR,97401,Taproom,2020-04-11,Not recorded,5723
breweries/cole-street-brewery,breweries,Cole Street Brewery,Enumclaw,WA,98022,Taproom,2020-04-11,Not recorded,7358
breweries/collaborative-brewing-llc,breweries,Collaborative Brewing LLC,Waitsfield,VT,05673,Micro,2020-02-07,Not recorded,7261
breweries/collision-bend-brewing-co,breweries,Collision Bend Brewing Co,Cleveland,OH,44113,Brewpub,2020-03-03,Not recorded,5395
breweries/collision-brewing,breweries,Collision Brewing,Longmont,CO,80504,Brewpub,2020-02-07,Not recorded,1497
breweries/colorado-boy-pizzeria,breweries,Colorado Boy Pizzeria,Montrose,CO,81401,Brewpub,2020-02-01,Not recorded,1526
breweries/colorado-boy-pub-and-brewery,breweries,Colorado Boy Pub & Brewery,Ridgway,CO,81432,Brewpub,2020-02-01,Not recorded,1553
breweries/colorado-mountain-brewery-at-the-roundhouse,breweries,Colorado Mountain Brewery At the Roundhouse,Colorado Springs,CO,80904,Brewpub,2020-02-01,Not recorded,1246
breweries/colsons-beer-co,breweries,Colsons Beer Co.,Flowood,MS,39232,Contract,2020-03-03,Not recorded,4023
breweries/columbia-craft-brewing-company,breweries,Columbia Craft Brewing Company,Columbia,SC,29201,Taproom,2020-03-03,Not recorded,6392
breweries/columbia-kettle-works,breweries,Columbia Kettle Works,Columbia,PA,17512,Brewpub,2020-04-11,Not recorded,6015
breweries/columbia-valley-brewing,breweries,Columbia Valley Brewing,Wenatchee,WA,98801,Brewpub,2020-02-07,Not recorded,7648
breweries/columbus-house-brewery,breweries,Columbus House Brewery,Fayetteville,AR,72701,Taproom,2020-03-03,Not recorded,92
breweries/comanche-creek-brewing-co,breweries,Comanche Creek Brewing Co,Eagle Nest,NM,87718,Taproom,2020-03-03,Not recorded,4799
breweries/common-block-brewing-company,breweries,Common Block Brewing Company,Medford,OR,97501,Proprietor,2020-03-03,Not recorded,5779
breweries/common-bond-brewers-llc,breweries,"Common Bond Brewers, LLC",Montgomery,AL,36104,Taproom,2020-03-03,Not recorded,78
breweries/common-roots-brewing-company,breweries,Common Roots Brewing Company,South Glens Falls,NY,12803,Taproom,2020-03-03,Not recorded,5247
breweries/common-space-brewery,breweries,Common Space Brewery,Hawthorne,CA,90250,Taproom,2020-03-03,Not recorded,475
breweries/commonhouse-aleworks,breweries,Commonhouse Aleworks,North Charleston,SC,29405,Taproom,2020-04-11,Not recorded,6431
breweries/community-beer-co,breweries,Community Beer Co,Dallas,TX,75207,Regional,2020-03-03,Not recorded,6684
breweries/community-beer-works,breweries,Community Beer Works,Buffalo,NY,14201,Brewpub,2020-03-03,Not recorded,4951
breweries/community-beer-works-buffalo-ny,breweries,Community Beer Works,Buffalo,NY,14213,Taproom,2020-04-11,Not recorded,4955
breweries/community-bruin-company,breweries,Community Bruin Company,West Greenwich,RI,02817,Taproom,2020-03-03,Not recorded,6360
breweries/compadre-brewing,breweries,Compadre Brewing,Round Rock,TX,78664,Taproom,2019-10-26,Not recorded,6840
breweries/company-brewing,breweries,Company Brewing,MILWAUKEE,WI,53212,Brewpub,2020-02-07,Not recorded,7795
breweries/component-brewing-co,breweries,Component Brewing Co,Milwaukee,WI,53207,Taproom,2020-03-03,Not recorded,7800
breweries/concord-craft-brewery,breweries,Concord Craft Brewery,Concord,NH,03301,Micro,2020-03-03,Not recorded,4542
breweries/concrete-beach-brewery,breweries,Concrete Beach Brewery,Miami,FL,33127,Micro,2020-02-07,Not recorded,1870
breweries/concrete-jungle-brewing-project,breweries,Concrete Jungle Brewing Project,Ventura,CA,93003,Micro,2020-04-11,Not recorded,1123
breweries/coney-island-beer,breweries,Coney Island Beer,Brooklyn,NY,11224,Micro,2020-03-03,Not recorded,4936
breweries/confluence-brewing-co,breweries,Confluence Brewing Co,Des Moines,IA,50315,Micro,2019-04-20,Not recorded,2207
breweries/conflux-brewing,breweries,Conflux Brewing,Missoula,MT,59802,Brewpub,2020-03-03,Not recorded,4111
breweries/conny-creek-brewing-co,breweries,Conny Creek Brewing Co,New Kensington,PA,15068,Brewpub,2020-03-03,Not recorded,6187
breweries/conshohocken-brewing-co,breweries,Conshohocken Brewing Co.,Conshohocken,PA,19428,Micro,2020-03-03,Not recorded,6016
breweries/constellation-brands,breweries,Constellation Brands,San Diego,CA,92121,Large,2020-03-03,Not recorded,836
breweries/contentment-brewing-company,breweries,Contentment Brewing Company,Modesto,CA,95350,Taproom,2020-03-03,Not recorded,608
breweries/contrast-artisan-ales,breweries,Contrast Artisan Ales,CHAMBLEE,GA,30341,Taproom,2020-03-03,Not recorded,2088
breweries/cool-beerwerks,breweries,Cool Beerwerks,Cool,CA,95614,Brewpub,2020-02-07,Not recorded,379
breweries/cool-springs-brewery,breweries,Cool Springs Brewery,Franklin,TN,37067,Brewpub,2020-04-11,Not recorded,6513
breweries/cooling-pond-brewery,breweries,Cooling Pond Brewery,Mineral,VA,23117,Taproom,2020-03-03,Not recorded,7084
breweries/coop-ale-works,breweries,COOP Ale Works,Oklahoma City,OK,73179,Regional,2020-03-03,Not recorded,5625
breweries/cooper-landing-brewing-company-llc,breweries,"Cooper Landing Brewing Company, LLC.",Cooper Landing,AK,99572,Micro,2019-11-03,Not recorded,14
breweries/cooper-mountain-ale-works,breweries,Cooper Mountain Ale Works,Beaverton,OR,97007,Micro,2020-03-03,Not recorded,5667
breweries/cooper-river-brewing-company,breweries,Cooper River Brewing Company,Charleston,SC,29405,Micro,2020-03-03,Not recorded,6373
breweries/coopersmiths-pub-and-brewing,breweries,CooperSmiths Pub and Brewing,Fort Collins,CO,80524,Brewpub,2020-03-03,Not recorded,1402
breweries/cooperstown-brewing-co,breweries,Cooperstown Brewing Co,Oneonta,NY,13820,Proprietor,2020-03-03,Not recorded,5165
breweries/copp-brewery-and-winery,breweries,Copp Brewery & Winery,Crystal River,FL,34429,Taproom,2020-03-03,Not recorded,1773
breweries/copper-brothel-brewery,breweries,Copper Brothel Brewery,Sonoita,AZ,85637,Brewpub,2020-03-03,Not recorded,215
breweries/copper-city-brewing-company,breweries,Copper City Brewing Company,Rome,NY,13440,Taproom,2020-04-11,Not recorded,5230
breweries/copper-club-brewing-co,breweries,Copper Club Brewing Co,Fruita,CO,81521,Taproom,2020-03-03,Not recorded,1430
breweries/copper-hop-brewing-co-copper-hop-ranch,breweries,Copper Hop Brewing Co/Copper Hop Ranch,Elgin,AZ,85611,Taproom,2020-03-03,Not recorded,142
breweries/copper-mine-brewing-co,breweries,Copper Mine Brewing Co,Tucson,AZ,85713,Taproom,2020-03-03,Not recorded,228
breweries/copper-state-brewing-co,breweries,Copper State Brewing Co,Green Bay,WI,54303,Brewpub,2020-02-07,Yes,7733
breweries/copperhead-brewery,breweries,Copperhead Brewery,Conroe,TX,77301,Micro,2020-03-03,Not recorded,6672
breweries/copperhill-brewery,breweries,Copperhill Brewery,Copperhill,TN,37317,Taproom,2019-11-27,Not recorded,6507
breweries/copperpoint-brewing-company,breweries,Copperpoint Brewing Company,Boynton Beach,FL,33426,Micro,2020-04-11,Not recorded,1747
breweries/coppertail-brewing,breweries,Coppertail Brewing,Tampa,FL,33605,Regional,2020-03-03,Not recorded,2006
breweries/corbett-brewing-company,breweries,Corbett Brewing Company,Tucson,AZ,85705,Taproom,2020-04-11,Not recorded,235
breweries/core3brewery,breweries,Core3Brewery,Clayton,NJ,08312,Taproom,2020-04-11,Not recorded,4640
breweries/corner-pub,breweries,Corner Pub,Reedsburg,WI,53959,Brewpub,2020-02-07,Not recorded,7848
breweries/cornerstone-brewing-co,breweries,Cornerstone Brewing Co,Berea,OH,44017,Brewpub,2020-03-03,Not recorded,5328
breweries/cornerstone-brewing-co-madison-oh,breweries,Cornerstone Brewing Co,Madison,OH,44057,Brewpub,2020-03-03,Not recorded,5512
breweries/coronado-brewing-co,breweries,Coronado Brewing Co,Coronado,CA,92118,Regional,2019-11-03,Not recorded,386
breweries/coronado-brewing-co-production-facility,breweries,Coronado Brewing Co - Production Facility,San Diego,CA,92110,Regional,2019-11-03,Not recorded,817
breweries/coronado-brewing-company-imperial-beach,breweries,Coronado Brewing Company Imperial Beach,Imperial Beach,CA,91932,Brewpub,2019-04-20,Not recorded,493
breweries/corsair-artisan-llc,breweries,Corsair Artisan LLC,Nashville,TN,37203,Taproom,2019-06-03,Not recorded,6556
breweries/cosmic-brewery,breweries,Cosmic Brewery,Torrance,CA,90501,Taproom,2020-03-03,Not recorded,1085
breweries/cosmic-eye-brewing,breweries,Cosmic Eye Brewing,Lincoln,NE,68505,Taproom,2020-03-03,Not recorded,4499
breweries/costa-ventosa-winery-and-vineyard,breweries,Costa Ventosa Winery & Vineyard,Whaleyville,MD,21872,Brewpub,2020-02-07,Not recorded,3211
breweries/cotee-river-brewing-company,breweries,Cotee River Brewing Company,New Port Richey,FL,34652,Brewpub,2020-04-11,Not recorded,1893
breweries/cotton-brewing-co,breweries,Cotton Brewing Co,Adrian,MI,49221,Brewpub,2020-04-11,Not recorded,3351
breweries/cottrell-brewing-co,breweries,Cottrell Brewing Co,Pawcatuck,CT,06379,Micro,2020-03-03,Not recorded,1664
breweries/couch-brewery,breweries,Couch Brewery,Pittsburgh,PA,15206,Taproom,2020-04-11,Not recorded,6245
breweries/council-rock-brewery,breweries,Council Rock Brewery,Cooperstown,NY,13326,Brewpub,2020-04-11,Not recorded,5004
breweries/counterbalance-brewing-company,breweries,Counterbalance Brewing Company,Seattle,WA,98108,Taproom,2020-03-03,Not recorded,7498
breweries/counterweight-brewing-company,breweries,Counterweight Brewing Company,Hamden,CT,06514,Taproom,2020-04-11,Not recorded,1623
breweries/country-boy-brewing,breweries,Country Boy Brewing,Lexington,KY,40508,Micro,2020-03-03,Not recorded,2857
breweries/county-line-brewing,breweries,County Line Brewing,Garden City,ID,83714,Micro,2020-02-01,Not recorded,2287
breweries/court-avenue-brewing-co,breweries,Court Avenue Brewing Co,Des Moines,IA,50309,Brewpub,2020-02-01,Not recorded,2212
breweries/courthouse-pub,breweries,Courthouse Pub,Manitowoc,WI,54220,Brewpub,2020-02-07,Not recorded,7781
breweries/cousins-ale-works,breweries,Cousins Ale Works,Wappingers Falls,NY,12590,Brewpub,2020-03-03,Not recorded,5281
breweries/cousins-brewing,breweries,Cousins Brewing,Waitsfield,VT,05673,Micro,2020-02-07,Not recorded,7262
breweries/covered-bridge-brewhaus-taproom,breweries,Covered Bridge Brewhaus Taproom,Shamokin,PA,17872,Taproom,2020-03-03,Not recorded,6279
breweries/cowiche-creek-brewing-company,breweries,Cowiche Creek Brewing Company,Cowiche,WA,98923,Micro,2020-02-07,Not recorded,7343
breweries/cowtown-brewing-company,breweries,Cowtown Brewing Company,Fort Worth,TX,76102,Brewpub,2020-04-11,Not recorded,6728
breweries/crabtree-brewing,breweries,Crabtree Brewing,Greeley,CO,80631,Taproom,2020-03-03,Not recorded,1452
breweries/craft-64,breweries,CRAFT 64,Scottsdale,AZ,85251,Contract,2020-02-07,Not recorded,202
breweries/craft-brew-alliance,breweries,Craft Brew Alliance,Portland,OR,97227,Regional,2020-03-03,Not recorded,5820
breweries/craft-kitchen-and-brewery,breweries,Craft Kitchen and Brewery,Bend,OR,97701,Brewpub,2020-04-11,Not recorded,5682
breweries/craftroots-brewing-llc,breweries,"CraftRoots Brewing, LLC.",Milford,MA,01757,Taproom,2020-03-03,Not recorded,3033
breweries/crafty-bastard-brewery,breweries,Crafty Bastard Brewery,Knoxville,TN,37917,Taproom,2020-03-03,Not recorded,6532
breweries/crafty-canary-brewery,breweries,Crafty Canary Brewery,Walsenburg,CO,81089,Brewpub,2020-02-07,Not recorded,1578
other-places/craig-gilbert,other-places,Craig Gilbert,,,,Artist,yes,Yes,7967
breweries/crank-arm-brewing-co,breweries,Crank Arm Brewing Co,Raleigh,NC,27601,Micro,2020-04-11,Not recorded,4381
breweries/crankers-restaurant-and-brewery,breweries,Cranker’s Restaurant & Brewery,Mount Pleasant,MI,48858,Brewpub,2020-03-03,Not recorded,3591
breweries/crawford-brew-works-bettendorf-iowa,breweries,Crawford Brew Works - Bettendorf Iowa,Bettendorf,IA,56484,Taproom,2020-02-01,Not recorded,2172
breweries/crazy-mountain-brewing-co,breweries,Crazy Mountain Brewing Co,Denver,CO,80204,Regional,2020-02-01,Not recorded,1286
breweries/creative-creature-brewing-company,breweries,Creative Creature Brewing Company,El Cajon,CA,92020,Taproom,2020-04-11,Not recorded,412
breweries/creature-comforts-brewing-co,breweries,Creature Comforts Brewing Co.,Athens,GA,30601,Regional,2020-03-03,Not recorded,2053
breweries/creature-comforts-production-facility-at-southern-mill,breweries,Creature Comforts Production Facility At Southern Mill,Athens,GA,30601,Regional,2020-03-03,Not recorded,2054
breweries/creatures-of-habit-brewing-co,breweries,Creatures Of Habit Brewing Co,Anderson,IN,46016,Taproom,2020-03-03,Not recorded,2592
breweries/creek-bottom-brew-llc,breweries,Creek Bottom Brew LLC,Oldenburg,IN,47036,Micro,2020-03-03,Not recorded,2740
breweries/creek-bottom-brewing,breweries,Creek Bottom Brewing,Galax,VA,24333,Brewpub,2020-04-11,Not recorded,7037
breweries/crescent-brewery,breweries,Crescent Brewery,Nampa,ID,83651,Taproom,2020-02-01,Not recorded,2306
breweries/crescent-city-brewhouse,breweries,Crescent City Brewhouse,New Orleans,LA,70130,Brewpub,2020-04-11,Not recorded,2922
breweries/creston-brewery,breweries,Creston Brewery,Grand Rapids,MI,49505,Taproom,2020-03-03,Not recorded,3482
breweries/crestone-brewing-company,breweries,Crestone Brewing Company,Crestone,CO,81131,Brewpub,2020-04-11,Not recorded,1279
breweries/crime-and-punishment-brewing-company,breweries,Crime & Punishment Brewing Company,Philadelphia,PA,19130,Brewpub,2020-03-03,Not recorded,6203
breweries/crisis-brewing-llc,breweries,Crisis Brewing LLC,Fayetteville,AR,72701,Taproom,2020-04-11,Not recorded,98
breweries/crooked-can-brewing-co,breweries,Crooked Can Brewing Co,Winter Garden,FL,34787,Micro,2020-02-07,Not recorded,2040
breweries/crooked-crab-brewing-company,breweries,Crooked Crab Brewing Company,Odenton,MD,21113,Taproom,2020-03-03,Not recorded,3186
breweries/crooked-eye-brewery,breweries,Crooked Eye Brewery,Hatboro,PA,19040,Taproom,2020-03-03,Not recorded,6098
breweries/crooked-fence-brewing,breweries,Crooked Fence Brewing,GARDEN CITY,ID,83714,Micro,2020-02-01,Not recorded,2288
breweries/crooked-goat-brewing,breweries,Crooked Goat Brewing,Sebastopol,CA,95472,Taproom,2020-02-01,Not recorded,1033
breweries/crooked-handle-brewing-co,breweries,Crooked Handle Brewing Co.,Springboro,OH,45066,Taproom,2020-04-11,Not recorded,5568
breweries/crooked-ladder-brewery,breweries,Crooked Ladder Brewery,Riverhead,NY,11901,Micro,2020-04-11,Not recorded,5211
breweries/crooked-letter-brewing-co,breweries,Crooked Letter Brewing Co,Ocean Springs,MS,39564,Brewpub,2020-03-03,Not recorded,4032
breweries/crooked-pecker-brewing,breweries,Crooked Pecker Brewing,Chagrin Falls,OH,44023,Micro,2020-03-03,Yes,5352
breweries/crooked-rooster-brewery-llc,breweries,Crooked Rooster Brewery LLC.,Macclenny,FL,32063,Taproom,2020-04-11,Not recorded,1862
breweries/crooked-stave-artisan-beer-project,breweries,Crooked Stave Artisan Beer Project,Denver,CO,80211,Micro,2019-11-13,Not recorded,1283
breweries/crooked-thumb-brewery,breweries,Crooked Thumb Brewery,Safety Harbor,FL,34695,Taproom,2020-03-03,Not recorded,1954
breweries/crooked-tongue-brewing,breweries,Crooked Tongue Brewing,Edinburg,PA,16116,Brewpub,2020-04-11,Not recorded,6046
breweries/cross-country-brewing,breweries,Cross Country Brewing,Glendive,MT,59330,Taproom,2020-04-11,Not recorded,4080
breweries/cross-eyed-owl-brewing-co,breweries,Cross-Eyed Owl Brewing Co.,Decatur,AL,35601,Taproom,2019-10-26,Yes,55
breweries/cross-plains-brewery-inc,breweries,Cross Plains Brewery Inc.,Cross Plains,WI,53528,Contract,2020-03-03,Not recorded,7711
breweries/crossbuck-brewing,breweries,Crossbuck Brewing,Walla Walla,WA,99362,Brewpub,2020-02-07,Not recorded,7638
breweries/crossed-cannons-brewery,breweries,Crossed Cannons Brewery,Oklahoma City,OK,73107,Contract,2020-03-03,Not recorded,5626
breweries/crossroads-brewing-company-catskill-taproom,breweries,Crossroads Brewing Company - Catskill Taproom,Catskill,NY,12015,Micro,2020-04-11,Not recorded,4981
breweries/crosstown-brewing-company,breweries,Crosstown Brewing Company,Memphis,TN,38104,Micro,2020-03-03,Not recorded,6548
breweries/crow-hop-brewing-co-ltd,breweries,Crow Hop Brewing Co. Ltd.,Loveland,CO,80537,Taproom,2020-04-11,Not recorded,1516
breweries/crucible-brewing-company,breweries,Crucible Brewing Company,Everett,WA,98208,Taproom,2019-11-27,Not recorded,7359
breweries/crucible-brewing-woodinville-forge,breweries,Crucible Brewing - Woodinville Forge,Woodinville,WA,98072,Taproom,2019-11-27,Not recorded,7656
breweries/crux-fermentation-project-crux2,breweries,Crux Fermentation Project - Crux2,Bend,OR,97701,Micro,2020-04-11,Not recorded,5683
breweries/cruz-blanca-brewery,breweries,Cruz Blanca Brewery,Chicago,IL,60607,Brewpub,2020-03-03,Not recorded,2372
breweries/crying-eagle-brewing-company,breweries,Crying Eagle Brewing Company,Lake Charles,LA,70607,Micro,2020-02-07,Not recorded,2908
breweries/crystal-coast-brewing-company-llc,breweries,Crystal Coast Brewing Company LLC,Atlantic Beach,NC,28512,Micro,2020-03-03,Not recorded,4172
breweries/crystal-lake-brewing-co,breweries,Crystal Lake Brewing Co.,Crystal Lake,IL,60014,Micro,2020-04-11,Not recorded,2425
breweries/crystal-springs-brewing-co,breweries,Crystal Springs Brewing Co,Louisville,CO,80027,Taproom,2020-03-03,Not recorded,1508
breweries/cueni-brewing-co,breweries,Cueni Brewing Co.,Dunedin,FL,34698,Taproom,2020-03-03,Not recorded,1786
breweries/culmination-brewing-co,breweries,Culmination Brewing Co,Portland,OR,97232,Micro,2020-04-11,Not recorded,5842
